source,campaign,spend,leads,paid_deals,revenue_cash,revenue_contract,cpl,cpa,cash_roas,contract_roas
Bloggers,wa_PL,0.0,3.0,0.0,0.0,0.0,0.0,,,
Partnership,potsdam,0.0,3.0,0.0,0.0,0.0,0.0,,,
SMM,Genie_DE,0.0,7.0,0.0,0.0,0.0,0.0,,,
SMM,BloggerIvan,0.0,12.0,0.0,0.0,0.0,0.0,,,
SMM,bloggerfrai_DE,0.0,2.0,0.0,0.0,0.0,0.0,,,
SMM,magda_DE,0.0,6.0,0.0,0.0,0.0,0.0,,,
SMM,of_DE,0.0,6.0,0.0,0.0,0.0,0.0,,,
SMM,talav_DE,0.0,57.0,2.0,1300.0,15000.0,0.0,0.0,,
SMM,Jobs_germany_DE,0.0,7.0,1.0,3500.0,3000.0,0.0,0.0,,
SMM,bbo_DE,0.0,6.0,0.0,0.0,0.0,0.0,,,
SMM,blog2_DE,0.0,220.0,5.0,9500.0,32500.0,0.0,0.0,,
SMM,Bloggernina_DE,0.0,13.0,0.0,0.0,0.0,0.0,,,
SMM,Blogff_DE,0.0,16.0,0.0,0.0,0.0,0.0,,,
Google Ads,Dis_DE,0.0,581.0,30.0,24200.0,221500.0,0.0,0.0,,
Google Ads,performancemax_digitalmarkt_ru_DE,0.0,2652.0,112.0,100500.0,836500.0,0.0,0.0,,
Google Ads,youtube_shorts_DE,0.0,2.0,0.0,0.0,0.0,0.0,,,
Offline,NA,0.0,0.0,0.0,0.0,0.0,,,,
Offline,ggg10_DE,0.0,2.0,0.0,0.0,0.0,0.0,,,
Facebook Ads,NA,0.0,121.0,4.0,3200.0,29500.0,0.0,0.0,,
NA,NA,0.0,2.0,0.0,0.0,0.0,0.0,,,
Organic,domain,0.0,1.0,1.0,5000.0,5000.0,0.0,0.0,,
Partnership,Akademia,0.0,7.0,1.0,1000.0,11500.0,0.0,0.0,,
Partnership,eha_DE,0.0,1.0,0.0,0.0,0.0,0.0,,,
Partnership,NA,0.0,190.0,2.0,1350.0,13500.0,0.0,0.0,,
Partnership,hanna,0.0,1.0,1.0,1000.0,11000.0,0.0,0.0,,
Partnership,nina,0.0,1.0,0.0,0.0,0.0,0.0,,,
Organic,NA,0.0,2588.0,146.0,174951.0,1076001.0,0.0,0.0,,
Facebook Ads,web2408_DE,0.0,35.0,0.0,0.0,0.0,0.0,,,
Telegram posts,clever_DE,0.0,3.0,0.0,0.0,0.0,0.0,,,
Telegram posts,chat_DE,0.0,29.0,2.0,2000.0,10000.0,0.0,0.0,,
Telegram posts,berlin_DE,0.0,25.0,1.0,350.0,3500.0,0.0,0.0,,
Telegram posts,arina_DE,0.0,1.0,0.0,0.0,0.0,0.0,,,
Telegram posts,Relocat_DE,0.0,7.0,0.0,0.0,0.0,0.0,,,
Telegram posts,PL_life,0.0,5.0,0.0,0.0,0.0,0.0,,,
Telegram posts,Markt_DE,0.0,2.0,0.0,0.0,0.0,0.0,,,
Telegram posts,Live_DE,0.0,27.0,3.0,3000.0,31000.0,0.0,0.0,,
Telegram posts,Berlin_DE,0.0,2.0,0.0,0.0,0.0,0.0,,,
Telegram posts,Kak_PL,0.0,2.0,0.0,0.0,0.0,0.0,,,
Telegram posts,Forum_DE,0.0,6.0,0.0,0.0,0.0,0.0,,,
Telegram posts,Bloggerel_DE,0.0,18.0,2.0,1300.0,15000.0,0.0,0.0,,
Telegram posts,ASA_de_DE,0.0,112.0,5.0,4000.0,47500.0,0.0,0.0,,
Telegram posts,Aussiedler_DE,0.0,6.0,1.0,5000.0,5000.0,0.0,0.0,,
Telegram posts,2day_DE,0.0,9.0,0.0,0.0,0.0,0.0,,,
SMM,yo_DE,0.0,13.0,0.0,0.0,0.0,0.0,,,
SMM,bloggerdr_DE,0.0,6.0,0.0,0.0,0.0,0.0,,,
SMM,webinar1604,0.0,20.0,0.0,0.0,0.0,0.0,,,
SMM,webanons,0.0,2.0,0.0,0.0,0.0,0.0,,,
SMM,web2408_DE,0.0,2.0,0.0,0.0,0.0,0.0,,,
Telegram posts,nochtum_DE,0.0,2.0,0.0,0.0,0.0,0.0,,,
Telegram posts,col_DE,0.0,6.0,1.0,1000.0,5000.0,0.0,0.0,,
Telegram posts,euro_DE,0.0,32.0,0.0,0.0,0.0,0.0,,,
Telegram posts,engwien_AT,0.0,38.0,1.0,500.0,2500.0,0.0,0.0,,
Telegram posts,ineng_DE,0.0,5.0,0.0,0.0,0.0,0.0,,,
Telegram posts,jet_DE,0.0,70.0,2.0,1350.0,14500.0,0.0,0.0,,
Telegram posts,karta_DE,0.0,30.0,2.0,1350.0,8500.0,0.0,0.0,,
Telegram posts,forum_DE,0.0,5.0,0.0,0.0,0.0,0.0,,,
Telegram posts,germania_DE,0.0,10.0,0.0,0.0,0.0,0.0,,,
Telegram posts,germany_DE,0.0,15.0,0.0,0.0,0.0,0.0,,,
Telegram posts,grad_DE,0.0,1.0,0.0,0.0,0.0,0.0,,,
Telegram posts,hb_DE,0.0,14.0,1.0,1000.0,11000.0,0.0,0.0,,
Tiktok Ads,08.04.24wide_webinar_DE,0.0,155.0,0.0,0.0,0.0,0.0,,,
Test,NA,0.0,38.0,2.0,1200.0,13000.0,0.0,0.0,,
Telegram posts,workingin_DE,0.0,48.0,0.0,0.0,0.0,0.0,,,
Telegram posts,uk_DE,0.0,14.0,2.0,2000.0,22000.0,0.0,0.0,,
Telegram posts,warsaw_PL,0.0,5.0,0.0,0.0,0.0,0.0,,,
Telegram posts,welt_DE,0.0,2.0,0.0,0.0,0.0,0.0,,,
Telegram posts,work_DE,0.0,317.0,10.0,9300.0,77000.0,0.0,0.0,,
Telegram posts,work_wr,0.0,6.0,0.0,0.0,0.0,0.0,,,
Telegram posts,pl_com,0.0,10.0,0.0,0.0,0.0,0.0,,,
Telegram posts,uk12_AT,0.0,7.0,1.0,300.0,4000.0,0.0,0.0,,
Telegram posts,pishet_DE,0.0,6.0,0.0,0.0,0.0,0.0,,,
Telegram posts,liveberlin_DE,0.0,4.0,0.0,0.0,0.0,0.0,,,
Telegram posts,lviv_DE,0.0,2.0,0.0,0.0,0.0,0.0,,,
Telegram posts,maria_DE,0.0,2.0,0.0,0.0,0.0,0.0,,,
Telegram posts,mu_DE,0.0,14.0,0.0,0.0,0.0,0.0,,,
Webinar,04.07.23recentlymoved_DE,0.0,1.0,0.0,0.0,0.0,0.0,,,
Webinar,berlin_DE,0.0,1.0,0.0,0.0,0.0,0.0,,,
Webinar,anastasia_de_DE,0.0,4.0,0.0,0.0,0.0,0.0,,,
Webinar,12.09.23interests_Uxui_DE,0.0,1.0,0.0,0.0,0.0,0.0,,,
Webinar,12.07.2023wide_DE,0.0,1.0,0.0,0.0,0.0,0.0,,,
Tiktok Ads,NA,0.0,90.0,0.0,0.0,0.0,0.0,,,
Webinar,web1312_DE,0.0,11.0,2.0,2000.0,22000.0,0.0,0.0,,
Webinar,tyk_DE,0.0,1.0,0.0,0.0,0.0,0.0,,,
Webinar,performancemax_digitalmarkt_ru_DE,0.0,1.0,0.0,0.0,0.0,0.0,,,
Webinar,web2410_DE,0.0,1.0,0.0,0.0,0.0,0.0,,,
Webinar,web2311_DE,0.0,10.0,3.0,4200.0,16000.0,0.0,0.0,,
Webinar,web2211_DE,0.0,25.0,5.0,13000.0,17200.0,0.0,0.0,,
Webinar,web8_DE,0.0,6.0,0.0,0.0,0.0,0.0,,,
Webinar,youtube_shorts_DE,0.0,2.0,0.0,0.0,0.0,0.0,,,
Webinar,webinar1906,0.0,13.0,0.0,0.0,0.0,0.0,,,
Webinar,webinar1604,0.0,29.0,3.0,13000.0,26000.0,0.0,0.0,,
Youtube Ads,NA,0.0,9.0,0.0,0.0,0.0,0.0,,,
